1989-7-15 7:0:0;55.22
1989-7-15 8:0:0;55.44
1989-7-15 9:0:0;57.01
1989-7-15 10:0:0;58.41
1989-7-15 11:0:0;56.05
1989-7-15 12:0:0;56.92
1989-7-15 13:0:0;60.26
1989-7-15 14:0:0;63.27
1989-7-15 15:0:0;63.52
1989-7-15 16:0:0;63.56
1989-7-15 17:0:0;66.06
1989-7-15 18:0:0;66.79
1989-7-15 19:0:0;70.47
1989-7-15 20:0:0;70.54
1989-7-15 21:0:0;69.6
1989-7-15 22:0:0;68.71
1989-7-15 23:0:0;67.4
1989-7-16 0:0:0;65.86
1989-7-16 1:0:0;63.44
1989-7-16 2:0:0;63.84
1989-7-16 3:0:0;62.42
1989-7-16 4:0:0;60.83
1989-7-16 5:0:0;62.58
1989-7-16 6:0:0;58.51
1989-7-16 7:0:0;59.79
1989-7-16 8:0:0;61.1
1989-7-16 9:0:0;62.34
1989-7-16 10:0:0;64.8
1989-7-16 11:0:0;66.83
1989-7-16 12:0:0;69.48
1989-7-16 13:0:0;71.07
1989-7-16 14:0:0;72.59
1989-7-16 15:0:0;70.64
1989-7-16 16:0:0;70.29
1989-7-16 17:0:0;66.79
1989-7-16 18:0:0;65.71
1989-7-16 19:0:0;65.78
1989-7-16 20:0:0;66.26
1989-7-16 21:0:0;65.45
1989-7-16 22:0:0;64.92
1989-7-16 23:0:0;64.41
1989-7-17 0:0:0;63.4
1989-7-17 1:0:0;63.42
1989-7-17 2:0:0;63.33
1989-7-17 3:0:0;63.07
1989-7-17 4:0:0;63.5
1989-7-17 5:0:0;64.56
1989-7-17 6:0:0;65.31
1989-7-17 7:0:0;67.2
1989-7-17 8:0:0;67.75
1989-7-17 9:0:0;71.64
1989-7-17 10:0:0;72.21
1989-7-17 11:0:0;73.36
1989-7-17 12:0:0;72.55
1989-7-17 13:0:0;67.57
1989-7-17 14:0:0;71.25
1989-7-17 15:0:0;72.49
1989-7-17 16:0:0;73.22
1989-7-17 17:0:0;68.03
1989-7-17 18:0:0;63.19
1989-7-17 19:0:0;66.02
1989-7-17 20:0:0;65.65
1989-7-17 21:0:0;65.47
1989-7-17 22:0:0;64.03
1989-7-17 23:0:0;61.63
1989-7-18 0:0:0;61.5
1989-7-18 1:0:0;60.38
1989-7-18 2:0:0;57.86
1989-7-18 3:0:0;57.11
1989-7-18 4:0:0;57.39
1989-7-18 5:0:0;64.66
1989-7-18 6:0:0;72.59
1989-7-18 7:0:0;66.63
1989-7-18 8:0:0;63.92
1989-7-18 9:0:0;66.35
1989-7-18 10:0:0;68.4
1989-7-18 11:0:0;65.71
1989-7-18 12:0:0;70.82
1989-7-18 13:0:0;64.09
1989-7-18 14:0:0;62.36
1989-7-18 15:0:0;63.17
1989-7-18 16:0:0;61.77
1989-7-18 17:0:0;62.48
1989-7-18 18:0:0;78.47
1989-7-18 19:0:0;75.79
1989-7-18 20:0:0;75.76
1989-7-18 21:0:0;62.36
1989-7-18 22:0:0;60.44
1989-7-18 23:0:0;60
1989-7-19 0:0:0;59.08
1989-7-19 1:0:0;57.9
1989-7-19 2:0:0;57.66
1989-7-19 3:0:0;57.29
1989-7-19 4:0:0;55.97
1989-7-19 5:0:0;56.4
1989-7-19 6:0:0;58.13
1989-7-19 7:0:0;61.97
1989-7-19 8:0:0;61.97
1989-7-19 9:0:0;63.76
1989-7-19 10:0:0;65.29
1989-7-19 11:0:0;64.84
1989-7-19 12:0:0;64.51
1989-7-19 13:0:0;63.05
1989-7-19 14:0:0;62.72
1989-7-19 15:0:0;62.81
1989-7-19 16:0:0;61.44
1989-7-19 17:0:0;60.73
1989-7-19 18:0:0;62.03
1989-7-19 19:0:0;62.32
1989-7-19 20:0:0;63.01
1989-7-19 21:0:0;61.83
1989-7-19 22:0:0;60.32
1989-7-19 23:0:0;59.92
1989-7-20 0:0:0;58.74
1989-7-20 1:0:0;58.02
1989-7-20 2:0:0;57.39
1989-7-20 3:0:0;56.68
1989-7-20 4:0:0;55.62
1989-7-20 5:0:0;55.71
1989-7-20 6:0:0;55.99
1989-7-20 7:0:0;60.02
1989-7-20 8:0:0;62.44
1989-7-20 9:0:0;62.17
1989-7-20 10:0:0;64.41
1989-7-20 11:0:0;64.86
1989-7-20 12:0:0;66.43
1989-7-20 13:0:0;64.86
1989-7-20 14:0:0;58.65
1989-7-20 15:0:0;63.7
1989-7-20 16:0:0;60.36
1989-7-20 17:0:0;59.65
1989-7-20 18:0:0;60.75
1989-7-20 19:0:0;61.73
1989-7-20 20:0:0;64.43
1989-7-20 21:0:0;63.29
1989-7-20 22:0:0;61.83
1989-7-20 23:0:0;61.75
1989-7-21 0:0:0;59.98
1989-7-21 1:0:0;56.17
1989-7-21 2:0:0;55.89
1989-7-21 3:0:0;55.22
1989-7-21 4:0:0;56.42
1989-7-21 5:0:0;55.87
1989-7-21 6:0:0;56.11
1989-7-21 7:0:0;60.79
1989-7-21 8:0:0;62.68
1989-7-21 9:0:0;63.23
1989-7-21 10:0:0;64.27
1989-7-21 11:0:0;64.76
1989-7-21 12:0:0;63.19
1989-7-21 13:0:0;62.56
1989-7-21 14:0:0;61.69
1989-7-21 15:0:0;60.42
1989-7-21 16:0:0;59.81
1989-7-21 17:0:0;58.63
1989-7-21 18:0:0;57.51
1989-7-21 19:0:0;59.37
1989-7-21 20:0:0;59.1
1989-7-21 21:0:0;58.84
1989-7-21 22:0:0;58.43
1989-7-21 23:0:0;59.14
1989-7-22 0:0:0;56.56
1989-7-22 1:0:0;55.28
1989-7-22 2:0:0;54.71
1989-7-22 3:0:0;53.69
1989-7-22 4:0:0;54.83
1989-7-22 5:0:0;54.93
1989-7-22 6:0:0;55.36
1989-7-22 7:0:0;57.98
1989-7-22 8:0:0;56.82
1989-7-22 9:0:0;58.65
1989-7-22 10:0:0;59.96
1989-7-22 11:0:0;60.47
1989-7-22 12:0:0;59.79
1989-7-22 13:0:0;57.19
1989-7-22 14:0:0;56.29
1989-7-22 15:0:0;55.38
1989-7-22 16:0:0;54.3
1989-7-22 17:0:0;53.97
1989-7-22 18:0:0;54.99
1989-7-22 19:0:0;55.95
1989-7-22 20:0:0;54.36
1989-7-22 21:0:0;53.2
1989-7-22 22:0:0;52.96
1989-7-22 23:0:0;53.38
1989-7-23 0:0:0;51.74
1989-7-23 1:0:0;50.17
1989-7-23 2:0:0;49.38
1989-7-23 3:0:0;49.3
1989-7-23 4:0:0;49.26
1989-7-23 5:0:0;49.34
1989-7-23 6:0:0;49.42
1989-7-23 7:0:0;49.87
1989-7-23 8:0:0;50.6
1989-7-23 9:0:0;51.9
1989-7-23 10:0:0;51.74
1989-7-23 11:0:0;54.81
1989-7-23 12:0:0;54.85
1989-7-23 13:0:0;53.16
1989-7-23 14:0:0;52.17
1989-7-23 15:0:0;51.51
1989-7-23 16:0:0;50.5
1989-7-23 17:0:0;50.37
1989-7-23 18:0:0;52.84
1989-7-23 19:0:0;53.04
1989-7-23 20:0:0;53.26
1989-7-23 21:0:0;52.19
1989-7-23 22:0:0;51.11
1989-7-23 23:0:0;50.72
1989-7-24 0:0:0;49.78
1989-7-24 1:0:0;49.7
1989-7-24 2:0:0;47.34
1989-7-24 3:0:0;47.36
1989-7-24 4:0:0;47.69
1989-7-24 5:0:0;48.32
1989-7-24 6:0:0;48.56
1989-7-24 7:0:0;51.82
1989-7-24 8:0:0;54.2
1989-7-24 9:0:0;55.83
1989-7-24 10:0:0;57.25
1989-7-24 11:0:0;57.05
1989-7-24 12:0:0;58.27
1989-7-24 13:0:0;58.04
1989-7-24 14:0:0;54.97
1989-7-24 15:0:0;52.71
1989-7-24 16:0:0;52.39
1989-7-24 17:0:0;52.71
1989-7-24 18:0:0;54.59
1989-7-24 19:0:0;54.75
1989-7-24 20:0:0;54.16
1989-7-24 21:0:0;53.81
1989-7-24 22:0:0;52.76
1989-7-24 23:0:0;50.52
1989-7-25 0:0:0;49.48
1989-7-25 1:0:0;48.4
1989-7-25 2:0:0;48.28
1989-7-25 3:0:0;48.16
1989-7-25 4:0:0;48.99
1989-7-25 5:0:0;49.34
1989-7-25 6:0:0;50.66
1989-7-25 7:0:0;52.19
1989-7-25 8:0:0;54.08
1989-7-25 9:0:0;54.85
1989-7-25 10:0:0;55.48
1989-7-25 11:0:0;53.47
1989-7-25 12:0:0;52.69
1989-7-25 13:0:0;52.88
1989-7-25 14:0:0;52.31
1989-7-25 15:0:0;49.05
1989-7-25 16:0:0;48.5
1989-7-25 17:0:0;49.38
1989-7-25 18:0:0;50.9
1989-7-25 19:0:0;51.01
1989-7-25 20:0:0;52.17
1989-7-25 21:0:0;51.19
1989-7-25 22:0:0;50.62
1989-7-25 23:0:0;50.17
1989-7-26 0:0:0;49.34
1989-7-26 1:0:0;47.32
1989-7-26 2:0:0;45.94
1989-7-26 3:0:0;46.51
1989-7-26 4:0:0;46.53
1989-7-26 5:0:0;46.65
1989-7-26 6:0:0;47.67
1989-7-26 7:0:0;48.81
1989-7-26 8:0:0;47.69
1989-7-26 9:0:0;52.67
1989-7-26 10:0:0;53.32
1989-7-26 11:0:0;50.25
1989-7-26 12:0:0;52.14
1989-7-26 13:0:0;53.16
1989-7-26 14:0:0;58.59
1989-7-26 15:0:0;66.77
1989-7-26 16:0:0;49.64
1989-7-26 17:0:0;39.39
1989-7-26 18:0:0;49.81
1989-7-26 19:0:0;50.72
1989-7-26 20:0:0;47.85
1989-7-26 21:0:0;46.63
1989-7-26 22:0:0;49.01
1989-7-26 23:0:0;47.95
1989-7-27 0:0:0;47
1989-7-27 1:0:0;44.64
1989-7-27 2:0:0;43.25
1989-7-27 3:0:0;43.21
1989-7-27 4:0:0;43.25
1989-7-27 5:0:0;43.38
1989-7-27 6:0:0;43.7
1989-7-27 7:0:0;46.65
1989-7-27 8:0:0;50.96
1989-7-27 9:0:0;55.64
1989-7-27 10:0:0;53.73
1989-7-27 11:0:0;54.02
1989-7-27 12:0:0;53.65
1989-7-27 13:0:0;53.63
1989-7-27 14:0:0;50.94
1989-7-27 15:0:0;51.84
1989-7-27 16:0:0;51.17
1989-7-27 17:0:0;50.42
1989-7-27 18:0:0;51.43
1989-7-27 19:0:0;52.14
1989-7-27 20:0:0;52.88
1989-7-27 21:0:0;52.1
1989-7-27 22:0:0;50.96
1989-7-27 23:0:0;50.35
1989-7-28 0:0:0;49.5
1989-7-28 1:0:0;48.34
1989-7-28 2:0:0;46.96
1989-7-28 3:0:0;46.81
1989-7-28 4:0:0;47.24
1989-7-28 5:0:0;47.04
1989-7-28 6:0:0;47.65
1989-7-28 7:0:0;49.76
1989-7-28 8:0:0;52.12
1989-7-28 9:0:0;54.61
1989-7-28 10:0:0;55.03
1989-7-28 11:0:0;55.28
1989-7-28 12:0:0;55.38
1989-7-28 13:0:0;54.24
1989-7-28 14:0:0;49.99
1989-7-28 15:0:0;47.63
1989-7-28 16:0:0;53.02
1989-7-28 17:0:0;52.94
1989-7-28 18:0:0;54.91
1989-7-28 19:0:0;56.11
1989-7-28 20:0:0;54.95
1989-7-28 21:0:0;53.71
1989-7-28 22:0:0;53.35
1989-7-28 23:0:0;53.57
1989-7-29 0:0:0;51.43
1989-7-29 1:0:0;50.5
1989-7-29 2:0:0;49.81
1989-7-29 3:0:0;48.67
1989-7-29 4:0:0;48.77
1989-7-29 5:0:0;47.53
1989-7-29 6:0:0;48.22
1989-7-29 7:0:0;48.56
1989-7-29 8:0:0;49.62
1989-7-29 9:0:0;51.53
1989-7-29 10:0:0;53.96
1989-7-29 11:0:0;55.18
1989-7-29 12:0:0;54.56
1989-7-29 13:0:0;53.75
1989-7-29 14:0:0;52.67
1989-7-29 15:0:0;51.94
1989-7-29 16:0:0;50.5
1989-7-29 17:0:0;50.94
1989-7-29 18:0:0;51.64
1989-7-29 19:0:0;53.18
1989-7-29 20:0:0;52.84
1989-7-29 21:0:0;51.37
1989-7-29 22:0:0;49.03
1989-7-29 23:0:0;47.81
1989-7-30 0:0:0;47.99
1989-7-30 1:0:0;46.92
1989-7-30 2:0:0;46.16
1989-7-30 3:0:0;45.98
1989-7-30 4:0:0;45.63
1989-7-30 5:0:0;45.53
1989-7-30 6:0:0;45.88
1989-7-30 7:0:0;46.14
1989-7-30 8:0:0;46.41
1989-7-30 9:0:0;48.22
1989-7-30 10:0:0;50.82
1989-7-30 11:0:0;51.62
1989-7-30 12:0:0;52.31
1989-7-30 13:0:0;52.37
1989-7-30 14:0:0;51.88
1989-7-30 15:0:0;50.56
1989-7-30 16:0:0;49.6
1989-7-30 17:0:0;49.58
1989-7-30 18:0:0;53.43
1989-7-30 19:0:0;54.4
1989-7-30 20:0:0;54.65
1989-7-30 21:0:0;51.7
1989-7-30 22:0:0;50.29
1989-7-30 23:0:0;49.36
1989-7-31 0:0:0;48.77
1989-7-31 1:0:0;48.16
1989-7-31 2:0:0;45.96
1989-7-31 3:0:0;49.58
1989-7-31 4:0:0;50.33
1989-7-31 5:0:0;49.72
1989-7-31 6:0:0;51.41
1989-7-31 7:0:0;56.66
1989-7-31 8:0:0;59.53
1989-7-31 9:0:0;62.52
1989-7-31 10:0:0;64.17
1989-7-31 11:0:0;63.03
1989-7-31 12:0:0;61.83
1989-7-31 13:0:0;61.44
1989-7-31 14:0:0;59.71
1989-7-31 15:0:0;59.47
1989-7-31 16:0:0;59.28
1989-7-31 17:0:0;60.59
1989-7-31 18:0:0;60.61
1989-7-31 19:0:0;61.79
1989-7-31 20:0:0;61.06
1989-7-31 21:0:0;60.18
1989-7-31 22:0:0;59.94
1989-7-31 23:0:0;58.69
1989-8-1 0:0:0;56.15
1989-8-1 1:0:0;55.97
1989-8-1 2:0:0;55.22
1989-8-1 3:0:0;54
1989-8-1 4:0:0;53.87
1989-8-1 5:0:0;54.36
1989-8-1 6:0:0;55.95
1989-8-1 7:0:0;61.93
1989-8-1 8:0:0;64.62
1989-8-1 9:0:0;66.04
1989-8-1 10:0:0;64.56
1989-8-1 11:0:0;67.59
1989-8-1 12:0:0;66.67
1989-8-1 13:0:0;66.59
1989-8-1 14:0:0;68.79
1989-8-1 15:0:0;68.03
1989-8-1 16:0:0;63.4
1989-8-1 17:0:0;62.97
1989-8-1 18:0:0;67.83
1989-8-1 19:0:0;67.73
1989-8-1 20:0:0;68.24
1989-8-1 21:0:0;67.95
1989-8-1 22:0:0;66.61
1989-8-1 23:0:0;66.24
1989-8-2 0:0:0;62.97
1989-8-2 1:0:0;61.16
1989-8-2 2:0:0;60.49
1989-8-2 3:0:0;58.96
1989-8-2 4:0:0;59.16
1989-8-2 5:0:0;60.26
1989-8-2 6:0:0;63.13
1989-8-2 7:0:0;69.56
1989-8-2 8:0:0;72.73
1989-8-2 9:0:0;71.96
1989-8-2 10:0:0;72.73
1989-8-2 11:0:0;70.88
1989-8-2 12:0:0;70.37
1989-8-2 13:0:0;69.42
1989-8-2 14:0:0;69.58
1989-8-2 15:0:0;67.02
1989-8-2 16:0:0;66.69
1989-8-2 17:0:0;66.41
1989-8-2 18:0:0;67.95
1989-8-2 19:0:0;68.95
1989-8-2 20:0:0;70.41
1989-8-2 21:0:0;69.34
1989-8-2 22:0:0;67.67
1989-8-2 23:0:0;66.98
1989-8-3 0:0:0;61.99
1989-8-3 1:0:0;61.34
1989-8-3 2:0:0;60.53
1989-8-3 3:0:0;58.9
1989-8-3 4:0:0;58.53
1989-8-3 5:0:0;58.59
1989-8-3 6:0:0;61.67
1989-8-3 7:0:0;66.79
1989-8-3 8:0:0;69.95
1989-8-3 9:0:0;70.76
1989-8-3 10:0:0;71.51
1989-8-3 11:0:0;68.83
1989-8-3 12:0:0;67.49
1989-8-3 13:0:0;66.1
1989-8-3 14:0:0;64.17
1989-8-3 15:0:0;62.3
1989-8-3 16:0:0;62.91
1989-8-3 17:0:0;63.05
1989-8-3 18:0:0;63.84
1989-8-3 19:0:0;66.81
1989-8-3 20:0:0;67.3
1989-8-3 21:0:0;66.83
1989-8-3 22:0:0;65.06
1989-8-3 23:0:0;63.23
1989-8-4 0:0:0;60.77
1989-8-4 1:0:0;59.35
1989-8-4 2:0:0;58.98
1989-8-4 3:0:0;58.04
1989-8-4 4:0:0;58.23
1989-8-4 5:0:0;58.82
1989-8-4 6:0:0;60.73
1989-8-4 7:0:0;66.31
1989-8-4 8:0:0;68.16
1989-8-4 9:0:0;68.42
1989-8-4 10:0:0;68.91
1989-8-4 11:0:0;69.28
1989-8-4 12:0:0;69.19
1989-8-4 13:0:0;67.55
1989-8-4 14:0:0;69.34
1989-8-4 15:0:0;69.4
1989-8-4 16:0:0;68.32
1989-8-4 17:0:0;66.77
1989-8-4 18:0:0;67.77
1989-8-4 19:0:0;68.26
1989-8-4 20:0:0;69.42
1989-8-4 21:0:0;68.42
1989-8-4 22:0:0;67.22
1989-8-4 23:0:0;65.71
1989-8-5 0:0:0;64.74
1989-8-5 1:0:0;63.82
1989-8-5 2:0:0;62.56
1989-8-5 3:0:0;61.81
1989-8-5 4:0:0;60.87
1989-8-5 5:0:0;61.6
1989-8-5 6:0:0;61.71
1989-8-5 7:0:0;63.8
1989-8-5 8:0:0;65.55
1989-8-5 9:0:0;68.85
1989-8-5 10:0:0;70.09
1989-8-5 11:0:0;71
1989-8-5 12:0:0;71.86
1989-8-5 13:0:0;69.72
1989-8-5 14:0:0;65.65
1989-8-5 15:0:0;64.11
1989-8-5 16:0:0;64.45
1989-8-5 17:0:0;64.74
1989-8-5 18:0:0;65.88
1989-8-5 19:0:0;67.44
1989-8-5 20:0:0;68.44
1989-8-5 21:0:0;66.71
1989-8-5 22:0:0;65.86
1989-8-5 23:0:0;64.88
1989-8-6 0:0:0;63.44
1989-8-6 1:0:0;62.42
1989-8-6 2:0:0;61.24
1989-8-6 3:0:0;60.22
1989-8-6 4:0:0;60.12
1989-8-6 5:0:0;59.63
1989-8-6 6:0:0;60.2
1989-8-6 7:0:0;61.91
1989-8-6 8:0:0;62.54
1989-8-6 9:0:0;63.92
1989-8-6 10:0:0;65.98
1989-8-6 11:0:0;66.75
1989-8-6 12:0:0;66.87
1989-8-6 13:0:0;66.79
1989-8-6 14:0:0;65.51
1989-8-6 15:0:0;64.84
1989-8-6 16:0:0;63.01
1989-8-6 17:0:0;66.12
1989-8-6 18:0:0;66.49
1989-8-6 19:0:0;67.5
1989-8-6 20:0:0;65.96
1989-8-6 21:0:0;64.98
1989-8-6 22:0:0;61.87
1989-8-6 23:0:0;59.24
1989-8-7 0:0:0;58.17
1989-8-7 1:0:0;57.11
1989-8-7 2:0:0;52.73
1989-8-7 3:0:0;57.62
1989-8-7 4:0:0;55.32
1989-8-7 5:0:0;53.97
1989-8-7 6:0:0;61.14
1989-8-7 7:0:0;70.07
1989-8-7 8:0:0;70.64
1989-8-7 9:0:0;71.25
1989-8-7 10:0:0;69.91
1989-8-7 11:0:0;68.03
1989-8-7 12:0:0;66.59
1989-8-7 13:0:0;60.87
1989-8-7 14:0:0;60.38
1989-8-7 15:0:0;59.81
1989-8-7 16:0:0;59.81
1989-8-7 17:0:0;58.45
1989-8-7 18:0:0;59.18
1989-8-7 19:0:0;61.99
1989-8-7 20:0:0;63.07
1989-8-7 21:0:0;61.01
1989-8-7 22:0:0;59.33
1989-8-7 23:0:0;58.43
1989-8-8 0:0:0;56.9
1989-8-8 1:0:0;54.75
1989-8-8 2:0:0;53.32
1989-8-8 3:0:0;52.96
1989-8-8 4:0:0;52.63
1989-8-8 5:0:0;51.23
1989-8-8 6:0:0;41.48
1989-8-8 7:0:0;43.19
1989-8-8 8:0:0;45.47
1989-8-8 9:0:0;47.42
1989-8-8 10:0:0;54.95
1989-8-8 11:0:0;53.3
1989-8-8 12:0:0;53.63
1989-8-8 13:0:0;51.76
1989-8-8 14:0:0;51.82
1989-8-8 15:0:0;55.77
1989-8-8 16:0:0;58.78
1989-8-8 17:0:0;59.79
1989-8-8 18:0:0;59.94
1989-8-8 19:0:0;61.95
1989-8-8 20:0:0;61.34
1989-8-8 21:0:0;59.98
1989-8-8 22:0:0;58.61
1989-8-8 23:0:0;58.13
1989-8-9 0:0:0;56.64
1989-8-9 1:0:0;54.65
1989-8-9 2:0:0;52.49
1989-8-9 3:0:0;51.98
1989-8-9 4:0:0;51.33
1989-8-9 5:0:0;51.92
1989-8-9 6:0:0;53.38
1989-8-9 7:0:0;56.97
1989-8-9 8:0:0;61.99
1989-8-9 9:0:0;62.36
1989-8-9 10:0:0;62.72
1989-8-9 11:0:0;62.99
1989-8-9 12:0:0;61.71
1989-8-9 13:0:0;61.52
1989-8-9 14:0:0;62.01
1989-8-9 15:0:0;64.29
1989-8-9 16:0:0;63.25
1989-8-9 17:0:0;60.87
1989-8-9 18:0:0;61.97
1989-8-9 19:0:0;63.62
1989-8-9 20:0:0;62.3
1989-8-9 21:0:0;59.94
1989-8-9 22:0:0;59.18
1989-8-9 23:0:0;58.23
